obs,ID,Bin,Bin.Normal,Phase,Rate,Group
2340,P087,0,18,A-2,22,exptl1
2341,P087,0,19,C-3,0,exptl1
2342,P087,1,20,C-3,5,exptl1
2343,P087,2,21,C-3,15,exptl1
2344,P087,3,22,C-3,12,exptl1
2345,P087,4,23,C-3,4,exptl1
2346,P087,5,24,C-3,0,exptl1
2347,P087,6,25,C-3,18,exptl1
2348,P087,7,26,C-3,7,exptl1
2349,P087,8,27,C-3,0,exptl1
2350,P088,-8,1,B-1,13,exptl1
2351,P088,-7,2,B-1,32,exptl1
2352,P088,-6,3,B-1,47,exptl1
2353,P088,-5,4,B-1,49,exptl1
2354,P088,-4,5,B-1,36,exptl1
2355,P088,-3,6,B-1,50,exptl1
2356,P088,-2,7,B-1,56,exptl1
2357,P088,-1,8,B-1,56,exptl1
2358,P088,0,9,B-1,52,exptl1
2359,P088,8,10,A-2,18,exptl1
2360,P088,7,11,A-2,26,exptl1
2361,P088,6,12,A-2,23,exptl1
2362,P088,5,13,A-2,12,exptl1
2363,P088,4,14,A-2,5,exptl1
2364,P088,3,15,A-2,0,exptl1
2365,P088,2,16,A-2,8,exptl1
2366,P088,1,17,A-2,0,exptl1
2367,P088,0,18,A-2,15,exptl1
2368,P088,0,19,C-3,5,exptl1
2369,P088,1,20,C-3,9,exptl1
2370,P088,2,21,C-3,24,exptl1
2371,P088,3,22,C-3,13,exptl1
2372,P088,4,23,C-3,0,exptl1
2373,P088,5,24,C-3,0,exptl1
2374,P088,6,25,C-3,0,exptl1
2375,P088,7,26,C-3,0,exptl1
2376,P088,8,27,C-3,0,exptl1
2377,P089,-8,1,B-1,22,exptl1
2378,P089,-7,2,B-1,19,exptl1
2379,P089,-6,3,B-1,11,exptl1
2380,P089,-5,4,B-1,15,exptl1
2381,P089,-4,5,B-1,23,exptl1
2382,P089,-3,6,B-1,26,exptl1
2383,P089,-2,7,B-1,30,exptl1
2384,P089,-1,8,B-1,25,exptl1
2385,P089,0,9,B-1,34,exptl1
2386,P089,8,10,A-2,14,exptl1
2387,P089,7,11,A-2,19,exptl1
2388,P089,6,12,A-2,11,exptl1
2389,P089,5,13,A-2,10,exptl1
2390,P089,4,14,A-2,18,exptl1
2391,P089,3,15,A-2,13,exptl1
2392,P089,2,16,A-2,13,exptl1
2393,P089,1,17,A-2,6,exptl1
2394,P089,0,18,A-2,4,exptl1
2395,P089,0,19,C-3,5,exptl1
2396,P089,1,20,C-3,7,exptl1
2397,P089,2,21,C-3,2,exptl1
2398,P089,3,22,C-3,5,exptl1
2399,P089,4,23,C-3,5,exptl1
2400,P089,5,24,C-3,6,exptl1
2401,P089,6,25,C-3,4,exptl1
2402,P089,7,26,C-3,4,exptl1
2403,P089,8,27,C-3,4,exptl1
2404,P090,-8,1,B-1,36,exptl1
2405,P090,-7,2,B-1,61,exptl1
2406,P090,-6,3,B-1,64,exptl1
2407,P090,-5,4,B-1,70,exptl1
2408,P090,-4,5,B-1,63,exptl1
2409,P090,-3,6,B-1,69,exptl1
2410,P090,-2,7,B-1,61,exptl1
2411,P090,-1,8,B-1,60,exptl1
2412,P090,0,9,B-1,55,exptl1
2413,P090,8,10,A-2,32,exptl1
2414,P090,7,11,A-2,0,exptl1
2415,P090,6,12,A-2,9,exptl1
2416,P090,5,13,A-2,9,exptl1
2417,P090,4,14,A-2,0,exptl1
2418,P090,3,15,A-2,0,exptl1
2419,P090,2,16,A-2,0,exptl1
2420,P090,1,17,A-2,8,exptl1
2421,P090,0,18,A-2,0,exptl1
2422,P090,0,19,C-3,0,exptl1
2423,P090,1,20,C-3,0,exptl1
2424,P090,2,21,C-3,0,exptl1
2425,P090,3,22,C-3,0,exptl1
2426,P090,4,23,C-3,0,exptl1
2427,P090,5,24,C-3,0,exptl1
2428,P090,6,25,C-3,15,exptl1
2429,P090,7,26,C-3,0,exptl1
2430,P090,8,27,C-3,0,exptl1
2431,P091,-8,1,B-1,13,exptl1
2432,P091,-7,2,B-1,31,exptl1
2433,P091,-6,3,B-1,29,exptl1
2434,P091,-5,4,B-1,35,exptl1
2435,P091,-4,5,B-1,38,exptl1
2436,P091,-3,6,B-1,41,exptl1
2437,P091,-2,7,B-1,39,exptl1
2438,P091,-1,8,B-1,40,exptl1
2439,P091,0,9,B-1,30,exptl1
2440,P091,8,10,A-2,22,exptl1
2441,P091,7,11,A-2,20,exptl1
2442,P091,6,12,A-2,15,exptl1
2443,P091,5,13,A-2,20,exptl1
2444,P091,4,14,A-2,0,exptl1
2445,P091,3,15,A-2,15,exptl1
2446,P091,2,16,A-2,24,exptl1
2447,P091,1,17,A-2,20,exptl1
2448,P091,0,18,A-2,0,exptl1
2449,P091,0,19,C-3,20,exptl1
2450,P091,1,20,C-3,0,exptl1
2451,P091,2,21,C-3,0,exptl1
2452,P091,3,22,C-3,0,exptl1
2453,P091,4,23,C-3,19,exptl1
2454,P091,5,24,C-3,0,exptl1
2455,P091,6,25,C-3,29,exptl1
2456,P091,7,26,C-3,0,exptl1
2457,P091,8,27,C-3,16,exptl1
2458,P092,-8,1,B-1,14,exptl1
2459,P092,-7,2,B-1,20,exptl1
2460,P092,-6,3,B-1,22,exptl1
2461,P092,-5,4,B-1,31,exptl1
2462,P092,-4,5,B-1,36,exptl1
2463,P092,-3,6,B-1,35,exptl1
2464,P092,-2,7,B-1,45,exptl1
2465,P092,-1,8,B-1,42,exptl1
2466,P092,0,9,B-1,34,exptl1
2467,P092,8,10,A-2,17,exptl1
2468,P092,7,11,A-2,18,exptl1
2469,P092,6,12,A-2,14,exptl1
2470,P092,5,13,A-2,8,exptl1
2471,P092,4,14,A-2,9,exptl1
2472,P092,3,15,A-2,23,exptl1
2473,P092,2,16,A-2,4,exptl1
2474,P092,1,17,A-2,9,exptl1
2475,P092,0,18,A-2,15,exptl1
2476,P092,0,19,C-3,9,exptl1
2477,P092,1,20,C-3,12,exptl1
2478,P092,2,21,C-3,0,exptl1
2479,P092,3,22,C-3,9,exptl1
2480,P092,4,23,C-3,35,exptl1
2481,P092,5,24,C-3,0,exptl1
2482,P092,6,25,C-3,2,exptl1
2483,P092,7,26,C-3,6,exptl1
2484,P092,8,27,C-3,0,exptl1
2485,P093,-8,1,B-1,30,exptl1
2486,P093,-7,2,B-1,39,exptl1
2487,P093,-6,3,B-1,42,exptl1
2488,P093,-5,4,B-1,60,exptl1
2489,P093,-4,5,B-1,50,exptl1
2490,P093,-3,6,B-1,49,exptl1
2491,P093,-2,7,B-1,56,exptl1
2492,P093,-1,8,B-1,48,exptl1
2493,P093,0,9,B-1,62,exptl1
2494,P093,8,10,A-2,23,exptl1
2495,P093,7,11,A-2,12,exptl1
2496,P093,6,12,A-2,18,exptl1
2497,P093,5,13,A-2,10,exptl1
2498,P093,4,14,A-2,3,exptl1
2499,P093,3,15,A-2,6,exptl1
2500,P093,2,16,A-2,12,exptl1
2501,P093,1,17,A-2,16,exptl1
2502,P093,0,18,A-2,17,exptl1
2503,P093,0,19,C-3,24,exptl1
2504,P093,1,20,C-3,2,exptl1
2505,P093,2,21,C-3,4,exptl1
2506,P093,3,22,C-3,5,exptl1
2507,P093,4,23,C-3,14,exptl1
2508,P093,5,24,C-3,12,exptl1
2509,P093,6,25,C-3,7,exptl1
2510,P093,7,26,C-3,14,exptl1
2511,P093,8,27,C-3,0,exptl1
2512,P094,-8,1,B-1,7,exptl1
2513,P094,-7,2,B-1,15,exptl1
2514,P094,-6,3,B-1,12,exptl1
2515,P094,-5,4,B-1,11,exptl1
2516,P094,-4,5,B-1,13,exptl1
2517,P094,-3,6,B-1,16,exptl1
2518,P094,-2,7,B-1,14,exptl1
2519,P094,-1,8,B-1,18,exptl1
2520,P094,0,9,B-1,17,exptl1
2521,P094,8,10,A-2,10,exptl1
2522,P094,7,11,A-2,5,exptl1
2523,P094,6,12,A-2,10,exptl1
2524,P094,5,13,A-2,9,exptl1
2525,P094,4,14,A-2,3,exptl1
2526,P094,3,15,A-2,5,exptl1
2527,P094,2,16,A-2,0,exptl1
2528,P094,1,17,A-2,0,exptl1
2529,P094,0,18,A-2,0,exptl1
2530,P094,0,19,C-3,4,exptl1
2531,P094,1,20,C-3,9,exptl1
2532,P094,2,21,C-3,0,exptl1
2533,P094,3,22,C-3,9,exptl1
2534,P094,4,23,C-3,0,exptl1
2535,P094,5,24,C-3,0,exptl1
2536,P094,6,25,C-3,9,exptl1
2537,P094,7,26,C-3,0,exptl1
2538,P094,8,27,C-3,0,exptl1
2539,P095,-8,1,B-1,11,exptl1
2540,P095,-7,2,B-1,18,exptl1
2541,P095,-6,3,B-1,21,exptl1
2542,P095,-5,4,B-1,38,exptl1
2543,P095,-4,5,B-1,37,exptl1
2544,P095,-3,6,B-1,44,exptl1
2545,P095,-2,7,B-1,42,exptl1
2546,P095,-1,8,B-1,44,exptl1
2547,P095,0,9,B-1,39,exptl1
2548,P095,8,10,A-2,18,exptl1
2549,P095,7,11,A-2,15,exptl1
2550,P095,6,12,A-2,16,exptl1
2551,P095,5,13,A-2,13,exptl1
2552,P095,4,14,A-2,4,exptl1
2553,P095,3,15,A-2,3,exptl1
2554,P095,2,16,A-2,2,exptl1
2555,P095,1,17,A-2,2,exptl1
2556,P095,0,18,A-2,0,exptl1
2557,P095,0,19,C-3,2,exptl1
2558,P095,1,20,C-3,3,exptl1
2559,P095,2,21,C-3,0,exptl1
2560,P095,3,22,C-3,0,exptl1
2561,P095,4,23,C-3,0,exptl1
2562,P095,5,24,C-3,0,exptl1
2563,P095,6,25,C-3,0,exptl1
2564,P095,7,26,C-3,0,exptl1
2565,P095,8,27,C-3,0,exptl1
2566,P096,-8,1,B-1,20,exptl1
2567,P096,-7,2,B-1,29,exptl1
2568,P096,-6,3,B-1,18,exptl1
2569,P096,-5,4,B-1,29,exptl1
2570,P096,-4,5,B-1,29,exptl1
2571,P096,-3,6,B-1,24,exptl1
2572,P096,-2,7,B-1,31,exptl1
2573,P096,-1,8,B-1,35,exptl1
2574,P096,0,9,B-1,32,exptl1
2575,P096,8,10,A-2,10,exptl1
2576,P096,7,11,A-2,7,exptl1
2577,P096,6,12,A-2,0,exptl1
2578,P096,5,13,A-2,8,exptl1
2579,P096,4,14,A-2,13,exptl1
2580,P096,3,15,A-2,11,exptl1
2581,P096,2,16,A-2,24,exptl1
2582,P096,1,17,A-2,5,exptl1
2583,P096,0,18,A-2,0,exptl1
2584,P096,0,19,C-3,5,exptl1
2585,P096,1,20,C-3,6,exptl1
2586,P096,2,21,C-3,0,exptl1
2587,P096,3,22,C-3,0,exptl1
2588,P096,4,23,C-3,6,exptl1
2589,P096,5,24,C-3,15,exptl1
2590,P096,6,25,C-3,10,exptl1
2591,P096,7,26,C-3,11,exptl1
2592,P096,8,27,C-3,0,exptl1
2593,P097,-8,1,B-1,24,exptl1
2594,P097,-7,2,B-1,47,exptl1
2595,P097,-6,3,B-1,43,exptl1
2596,P097,-5,4,B-1,58,exptl1
2597,P097,-4,5,B-1,44,exptl1
2598,P097,-3,6,B-1,55,exptl1
2599,P097,-2,7,B-1,50,exptl1
2600,P097,-1,8,B-1,57,exptl1
2601,P097,0,9,B-1,59,exptl1
2602,P097,8,10,A-2,14,exptl1
2603,P097,7,11,A-2,7,exptl1
2604,P097,6,12,A-2,21,exptl1
2605,P097,5,13,A-2,9,exptl1
2606,P097,4,14,A-2,0,exptl1
2607,P097,3,15,A-2,15,exptl1
2608,P097,2,16,A-2,4,exptl1
2609,P097,1,17,A-2,0,exptl1
2610,P097,0,18,A-2,20,exptl1
2611,P097,0,19,C-3,0,exptl1
2612,P097,1,20,C-3,0,exptl1
2613,P097,2,21,C-3,9,exptl1
2614,P097,3,22,C-3,17,exptl1
2615,P097,4,23,C-3,0,exptl1
2616,P097,5,24,C-3,0,exptl1
2617,P097,6,25,C-3,0,exptl1
2618,P097,7,26,C-3,16,exptl1
2619,P097,8,27,C-3,0,exptl1
2620,P098,-8,1,B-1,10,exptl1
2621,P098,-7,2,B-1,23,exptl1
2622,P098,-6,3,B-1,30,exptl1
2623,P098,-5,4,B-1,32,exptl1
2624,P098,-4,5,B-1,26,exptl1
2625,P098,-3,6,B-1,30,exptl1
2626,P098,-2,7,B-1,22,exptl1
2627,P098,-1,8,B-1,32,exptl1
2628,P098,0,9,B-1,38,exptl1
2629,P098,8,10,A-2,14,exptl1
2630,P098,7,11,A-2,10,exptl1
2631,P098,6,12,A-2,15,exptl1
2632,P098,5,13,A-2,10,exptl1
2633,P098,4,14,A-2,0,exptl1
2634,P098,3,15,A-2,4,exptl1
2635,P098,2,16,A-2,16,exptl1
2636,P098,1,17,A-2,8,exptl1
2637,P098,0,18,A-2,11,exptl1
2638,P098,0,19,C-3,0,exptl1
2639,P098,1,20,C-3,0,exptl1
2640,P098,2,21,C-3,0,exptl1
2641,P098,3,22,C-3,13,exptl1
2642,P098,4,23,C-3,0,exptl1
2643,P098,5,24,C-3,0,exptl1
2644,P098,6,25,C-3,0,exptl1
2645,P098,7,26,C-3,0,exptl1
2646,P098,8,27,C-3,0,exptl1
2647,P099,-8,1,B-1,16,exptl1
2648,P099,-7,2,B-1,23,exptl1
2649,P099,-6,3,B-1,26,exptl1
2650,P099,-5,4,B-1,15,exptl1
2651,P099,-4,5,B-1,12,exptl1
2652,P099,-3,6,B-1,23,exptl1
2653,P099,-2,7,B-1,16,exptl1
2654,P099,-1,8,B-1,28,exptl1
2655,P099,0,9,B-1,27,exptl1
2656,P099,8,10,A-2,15,exptl1
2657,P099,7,11,A-2,12,exptl1
2658,P099,6,12,A-2,0,exptl1
2659,P099,5,13,A-2,25,exptl1
2660,P099,4,14,A-2,7,exptl1
2661,P099,3,15,A-2,0,exptl1
2662,P099,2,16,A-2,7,exptl1
2663,P099,1,17,A-2,0,exptl1
2664,P099,0,18,A-2,2,exptl1
2665,P099,0,19,C-3,30,exptl1
2666,P099,1,20,C-3,0,exptl1
2667,P099,2,21,C-3,0,exptl1
2668,P099,3,22,C-3,10,exptl1
2669,P099,4,23,C-3,20,exptl1
2670,P099,5,24,C-3,0,exptl1
2671,P099,6,25,C-3,0,exptl1
2672,P099,7,26,C-3,0,exptl1
2673,P099,8,27,C-3,0,exptl1
2674,P100,-8,1,B-1,47,exptl1
2675,P100,-7,2,B-1,49,exptl1
2676,P100,-6,3,B-1,48,exptl1
2677,P100,-5,4,B-1,34,exptl1
2678,P100,-4,5,B-1,28,exptl1
2679,P100,-3,6,B-1,50,exptl1
2680,P100,-2,7,B-1,51,exptl1
2681,P100,-1,8,B-1,50,exptl1
2682,P100,0,9,B-1,49,exptl1
2683,P100,8,10,A-2,14,exptl1
2684,P100,7,11,A-2,0,exptl1
2685,P100,6,12,A-2,0,exptl1
2686,P100,5,13,A-2,0,exptl1
2687,P100,4,14,A-2,0,exptl1
2688,P100,3,15,A-2,0,exptl1
2689,P100,2,16,A-2,0,exptl1
2690,P100,1,17,A-2,0,exptl1
2691,P100,0,18,A-2,0,exptl1
2692,P100,0,19,C-3,14,exptl1
2693,P100,1,20,C-3,0,exptl1
2694,P100,2,21,C-3,0,exptl1
2695,P100,3,22,C-3,0,exptl1
2696,P100,4,23,C-3,0,exptl1
2697,P100,5,24,C-3,0,exptl1
2698,P100,6,25,C-3,0,exptl1
2699,P100,7,26,C-3,0,exptl1
2700,P100,8,27,C-3,0,exptl1
2701,P101,-8,1,B-1,32,exptl1
2702,P101,-7,2,B-1,32,exptl1
2703,P101,-6,3,B-1,46,exptl1
2704,P101,-5,4,B-1,51,exptl1
2705,P101,-4,5,B-1,52,exptl1
2706,P101,-3,6,B-1,51,exptl1
2707,P101,-2,7,B-1,53,exptl1
2708,P101,-1,8,B-1,50,exptl1
2709,P101,0,9,B-1,42,exptl1
2710,P101,8,10,A-2,21,exptl1
2711,P101,7,11,A-2,9,exptl1
2712,P101,6,12,A-2,7,exptl1
2713,P101,5,13,A-2,1,exptl1
2714,P101,4,14,A-2,6,exptl1
2715,P101,3,15,A-2,3,exptl1
2716,P101,2,16,A-2,8,exptl1
2717,P101,1,17,A-2,5,exptl1
2718,P101,0,18,A-2,3,exptl1
2719,P101,0,19,C-3,4,exptl1
2720,P101,1,20,C-3,1,exptl1
2721,P101,2,21,C-3,4,exptl1
2722,P101,3,22,C-3,0,exptl1
2723,P101,4,23,C-3,4,exptl1
2724,P101,5,24,C-3,0,exptl1
2725,P101,6,25,C-3,2,exptl1
2726,P101,7,26,C-3,3,exptl1
2727,P101,8,27,C-3,5,exptl1
2728,P102,-8,1,B-1,9,control
2729,P102,-7,2,B-1,12,control
2730,P102,-6,3,B-1,11,control
2731,P102,-5,4,B-1,12,control
2732,P102,-4,5,B-1,29,control
2733,P102,-3,6,B-1,14,control
2734,P102,-2,7,B-1,19,control
2735,P102,-1,8,B-1,25,control
2736,P102,0,9,B-1,29,control
2737,P102,8,10,A-2,9,control
2738,P102,7,11,A-2,9,control
2739,P102,6,12,A-2,11,control
2740,P102,5,13,A-2,0,control
2741,P102,4,14,A-2,3,control
2742,P102,3,15,A-2,13,control
2743,P102,2,16,A-2,0,control
2744,P102,1,17,A-2,16,control
2745,P102,0,18,A-2,0,control
2746,P102,0,19,C-3,12,control
2747,P102,1,20,C-3,0,control
2748,P102,2,21,C-3,13,control
2749,P102,3,22,C-3,0,control
2750,P102,4,23,C-3,0,control
2751,P102,5,24,C-3,11,control
2752,P102,6,25,C-3,0,control
2753,P102,7,26,C-3,0,control
2754,P102,8,27,C-3,0,control
2755,P103,-8,1,B-1,26,control
2756,P103,-7,2,B-1,34,control
2757,P103,-6,3,B-1,37,control
2758,P103,-5,4,B-1,41,control
2759,P103,-4,5,B-1,41,control
2760,P103,-3,6,B-1,33,control
2761,P103,-2,7,B-1,42,control
2762,P103,-1,8,B-1,43,control
2763,P103,0,9,B-1,41,control
2764,P103,8,10,A-2,22,control
2765,P103,7,11,A-2,31,control
2766,P103,6,12,A-2,27,control
2767,P103,5,13,A-2,0,control
2768,P103,4,14,A-2,0,control
2769,P103,3,15,A-2,0,control
2770,P103,2,16,A-2,8,control
2771,P103,1,17,A-2,0,control
2772,P103,0,18,A-2,0,control
2773,P103,0,19,C-3,0,control
2774,P103,1,20,C-3,0,control
2775,P103,2,21,C-3,0,control
2776,P103,3,22,C-3,0,control
2777,P103,4,23,C-3,8,control
2778,P103,5,24,C-3,0,control
2779,P103,6,25,C-3,0,control
2780,P103,7,26,C-3,0,control
2781,P103,8,27,C-3,0,control
2782,P104,-8,1,B-1,25,control
2783,P104,-7,2,B-1,33,control
2784,P104,-6,3,B-1,31,control
2785,P104,-5,4,B-1,38,control
2786,P104,-4,5,B-1,36,control
2787,P104,-3,6,B-1,24,control
2788,P104,-2,7,B-1,34,control
2789,P104,-1,8,B-1,30,control
2790,P104,0,9,B-1,42,control
2791,P104,8,10,A-2,24,control
2792,P104,7,11,A-2,16,control
2793,P104,6,12,A-2,6,control
2794,P104,5,13,A-2,5,control
2795,P104,4,14,A-2,0,control
2796,P104,3,15,A-2,10,control
2797,P104,2,16,A-2,11,control
2798,P104,1,17,A-2,0,control
2799,P104,0,18,A-2,0,control
2800,P104,0,19,C-3,0,control
2801,P104,1,20,C-3,5,control
2802,P104,2,21,C-3,0,control
2803,P104,3,22,C-3,0,control
2804,P104,4,23,C-3,0,control
2805,P104,5,24,C-3,0,control
2806,P104,6,25,C-3,0,control
2807,P104,7,26,C-3,0,control
2808,P104,8,27,C-3,0,control
2809,P105,-8,1,B-1,26,control
2810,P105,-7,2,B-1,37,control
2811,P105,-6,3,B-1,35,control
2812,P105,-5,4,B-1,30,control
2813,P105,-4,5,B-1,28,control
2814,P105,-3,6,B-1,29,control
2815,P105,-2,7,B-1,26,control
2816,P105,-1,8,B-1,29,control
2817,P105,0,9,B-1,30,control
2818,P105,8,10,A-2,19,control
2819,P105,7,11,A-2,7,control
2820,P105,6,12,A-2,7,control
2821,P105,5,13,A-2,6,control
2822,P105,4,14,A-2,5,control
2823,P105,3,15,A-2,2,control
2824,P105,2,16,A-2,1,control
2825,P105,1,17,A-2,0,control
2826,P105,0,18,A-2,2,control
2827,P105,0,19,C-3,0,control
2828,P105,1,20,C-3,0,control
2829,P105,2,21,C-3,0,control
2830,P105,3,22,C-3,0,control
2831,P105,4,23,C-3,2,control
2832,P105,5,24,C-3,0,control
2833,P105,6,25,C-3,0,control
2834,P105,7,26,C-3,0,control
2835,P105,8,27,C-3,2,control
2836,P106,-8,1,B-1,39,control
2837,P106,-7,2,B-1,59,control
2838,P106,-6,3,B-1,41,control
2839,P106,-5,4,B-1,7,control
2840,P106,-4,5,B-1,32,control
2841,P106,-3,6,B-1,53,control
2842,P106,-2,7,B-1,29,control
2843,P106,-1,8,B-1,56,control
2844,P106,0,9,B-1,55,control
2845,P106,8,10,A-2,32,control
2846,P106,7,11,A-2,9,control
2847,P106,6,12,A-2,15,control
2848,P106,5,13,A-2,0,control
2849,P106,4,14,A-2,0,control
2850,P106,3,15,A-2,0,control
2851,P106,2,16,A-2,0,control
2852,P106,1,17,A-2,0,control
2853,P106,0,18,A-2,0,control
2854,P106,0,19,C-3,0,control
2855,P106,1,20,C-3,0,control
2856,P106,2,21,C-3,0,control
2857,P106,3,22,C-3,0,control
2858,P106,4,23,C-3,0,control
2859,P106,5,24,C-3,0,control
2860,P106,6,25,C-3,0,control
2861,P106,7,26,C-3,0,control
2862,P106,8,27,C-3,0,control
2863,P107,-8,1,B-1,6,control
2864,P107,-7,2,B-1,7,control
2865,P107,-6,3,B-1,10,control
2866,P107,-5,4,B-1,10,control
2867,P107,-4,5,B-1,7,control
2868,P107,-3,6,B-1,10,control
2869,P107,-2,7,B-1,8,control
2870,P107,-1,8,B-1,8,control
2871,P107,0,9,B-1,9,control
2872,P107,8,10,A-2,5,control
2873,P107,7,11,A-2,2,control
2874,P107,6,12,A-2,4,control
2875,P107,5,13,A-2,0,control
2876,P107,4,14,A-2,5,control
2877,P107,3,15,A-2,0,control
2878,P107,2,16,A-2,0,control
2879,P107,1,17,A-2,0,control
2880,P107,0,18,A-2,0,control
2881,P107,0,19,C-3,0,control
2882,P107,1,20,C-3,6,control
2883,P107,2,21,C-3,0,control
2884,P107,3,22,C-3,0,control
2885,P107,4,23,C-3,0,control
2886,P107,5,24,C-3,0,control
2887,P107,6,25,C-3,0,control
2888,P107,7,26,C-3,0,control
2889,P107,8,27,C-3,0,control
2890,P108,-8,1,B-1,20,control
2891,P108,-7,2,B-1,19,control
2892,P108,-6,3,B-1,18,control
2893,P108,-5,4,B-1,21,control
2894,P108,-4,5,B-1,19,control
2895,P108,-3,6,B-1,23,control
2896,P108,-2,7,B-1,26,control
2897,P108,-1,8,B-1,23,control
2898,P108,0,9,B-1,23,control
2899,P108,8,10,A-2,10,control
2900,P108,7,11,A-2,12,control
2901,P108,6,12,A-2,2,control
2902,P108,5,13,A-2,3,control
2903,P108,4,14,A-2,0,control
2904,P108,3,15,A-2,0,control
2905,P108,2,16,A-2,6,control
2906,P108,1,17,A-2,0,control
2907,P108,0,18,A-2,0,control
2908,P108,0,19,C-3,0,control
2909,P108,1,20,C-3,7,control
2910,P108,2,21,C-3,0,control
2911,P108,3,22,C-3,2,control
2912,P108,4,23,C-3,0,control
2913,P108,5,24,C-3,0,control
2914,P108,6,25,C-3,0,control
2915,P108,7,26,C-3,0,control
2916,P108,8,27,C-3,0,control
2917,P109,-8,1,B-1,5,control
2918,P109,-7,2,B-1,10,control
2919,P109,-6,3,B-1,10,control
2920,P109,-5,4,B-1,42,control
2921,P109,-4,5,B-1,46,control
2922,P109,-3,6,B-1,43,control
2923,P109,-2,7,B-1,48,control
2924,P109,-1,8,B-1,41,control
2925,P109,0,9,B-1,41,control
2926,P109,8,10,A-2,14,control
2927,P109,7,11,A-2,4,control
2928,P109,6,12,A-2,0,control
2929,P109,5,13,A-2,0,control
2930,P109,4,14,A-2,0,control
2931,P109,3,15,A-2,0,control
2932,P109,2,16,A-2,0,control
2933,P109,1,17,A-2,0,control
2934,P109,0,18,A-2,0,control
2935,P109,0,19,C-3,0,control
2936,P109,1,20,C-3,0,control
2937,P109,2,21,C-3,0,control
2938,P109,3,22,C-3,0,control
2939,P109,4,23,C-3,0,control
2940,P109,5,24,C-3,0,control
2941,P109,6,25,C-3,0,control
2942,P109,7,26,C-3,4,control
2943,P109,8,27,C-3,9,control
2944,P110,-8,1,B-1,6,control
2945,P110,-7,2,B-1,15,control
2946,P110,-6,3,B-1,16,control
2947,P110,-5,4,B-1,16,control
2948,P110,-4,5,B-1,12,control
2949,P110,-3,6,B-1,3,control
2950,P110,-2,7,B-1,18,control
2951,P110,-1,8,B-1,18,control
2952,P110,0,9,B-1,15,control
2953,P110,8,10,A-2,7,control
2954,P110,7,11,A-2,8,control
2955,P110,6,12,A-2,1,control
2956,P110,5,13,A-2,12,control
2957,P110,4,14,A-2,7,control
2958,P110,3,15,A-2,0,control
2959,P110,2,16,A-2,12,control
2960,P110,1,17,A-2,0,control
2961,P110,0,18,A-2,12,control
2962,P110,0,19,C-3,19,control
2963,P110,1,20,C-3,16,control
2964,P110,2,21,C-3,10,control
2965,P110,3,22,C-3,11,control
2966,P110,4,23,C-3,10,control
2967,P110,5,24,C-3,4,control
2968,P110,6,25,C-3,8,control
2969,P110,7,26,C-3,6,control
2970,P110,8,27,C-3,3,control
2971,P111,-8,1,B-1,20,control
2972,P111,-7,2,B-1,18,control
2973,P111,-6,3,B-1,32,control
2974,P111,-5,4,B-1,24,control
2975,P111,-4,5,B-1,39,control
2976,P111,-3,6,B-1,41,control
2977,P111,-2,7,B-1,40,control
2978,P111,-1,8,B-1,38,control
2979,P111,0,9,B-1,20,control
2980,P111,8,10,A-2,13,control
2981,P111,7,11,A-2,11,control
2982,P111,6,12,A-2,0,control
2983,P111,5,13,A-2,0,control
2984,P111,4,14,A-2,0,control
2985,P111,3,15,A-2,0,control
2986,P111,2,16,A-2,3,control
2987,P111,1,17,A-2,0,control
2988,P111,0,18,A-2,0,control
2989,P111,0,19,C-3,0,control
2990,P111,1,20,C-3,0,control
2991,P111,2,21,C-3,0,control
2992,P111,3,22,C-3,0,control
2993,P111,4,23,C-3,0,control
2994,P111,5,24,C-3,0,control
2995,P111,6,25,C-3,0,control
2996,P111,7,26,C-3,0,control
2997,P111,8,27,C-3,0,control
2998,P112,-8,1,B-1,18,control
2999,P112,-7,2,B-1,4,control
3000,P112,-6,3,B-1,2,control
3001,P112,-5,4,B-1,2,control
3002,P112,-4,5,B-1,22,control
3003,P112,-3,6,B-1,32,control
3004,P112,-2,7,B-1,37,control
3005,P112,-1,8,B-1,42,control
3006,P112,0,9,B-1,35,control
3007,P112,8,10,A-2,11,control
3008,P112,7,11,A-2,10,control
3009,P112,6,12,A-2,8,control
3010,P112,5,13,A-2,6,control
3011,P112,4,14,A-2,9,control
3012,P112,3,15,A-2,8,control
3013,P112,2,16,A-2,11,control
3014,P112,1,17,A-2,8,control
3015,P112,0,18,A-2,9,control
3016,P112,0,19,C-3,9,control
3017,P112,1,20,C-3,9,control
3018,P112,2,21,C-3,9,control
3019,P112,3,22,C-3,10,control
3020,P112,4,23,C-3,11,control
3021,P112,5,24,C-3,8,control
3022,P112,6,25,C-3,11,control
3023,P112,7,26,C-3,10,control
3024,P112,8,27,C-3,7,control
3025,P113,-8,1,B-1,21,control
3026,P113,-7,2,B-1,28,control
3027,P113,-6,3,B-1,0,control
3028,P113,-5,4,B-1,23,control
3029,P113,-4,5,B-1,24,control
3030,P113,-3,6,B-1,21,control
3031,P113,-2,7,B-1,23,control
3032,P113,-1,8,B-1,22,control
3033,P113,0,9,B-1,23,control
3034,P113,8,10,A-2,20,control
3035,P113,7,11,A-2,2,control
3036,P113,6,12,A-2,0,control
3037,P113,5,13,A-2,0,control
3038,P113,4,14,A-2,8,control
